OAVelocity,Peakmg,RMSmg,Kurtosis,CrestFactor,Skewness,Deviation,Peak-to-Peak Displacement,Time
224,1043,738,-8,371,-37,103,15,2023-02-16 18:05:42
252,1073,759,9,384,-46,109,21,2023-02-16 18:06:44
246,1043,738,4,412,-42,109,11,2023-02-16 18:08:50
230,1108,784,-17,355,-40,105,12,2023-02-16 18:09:15
234,982,695,-4,543,-20,101,12,2023-02-16 18:09:51
250,1087,769,3,394,-44,109,13,2023-02-16 18:14:45
225,1115,789,-12,382,-36,104,14,2023-02-16 18:15:10
213,1035,732,3,461,-22,99,12,2023-02-16 18:16:17
231,1107,783,-16,405,-36,110,9,2023-02-16 18:17:44
244,1033,731,-5,494,-21,106,12,2023-02-16 18:18:49
206,989,700,5,486,-16,98,9,2023-02-16 18:19:11
212,988,699,5,448,-21,97,17,2023-02-16 18:22:15
249,1101,779,-5,393,-44,114,13,2023-02-16 18:24:43
214,1030,729,0,486,-13,97,13,2023-02-16 18:25:44
211,989,700,10,494,-18,99,16,2023-02-16 18:26:14
218,1071,758,-13,408,-36,104,13,2023-02-16 18:26:52
239,1032,730,-3,412,-28,110,16,2023-02-16 18:29:18
237,964,682,-9,506,-19,103,16,2023-02-16 18:33:51
256,1138,805,7,362,-47,113,14,2023-02-16 18:35:20
235,964,682,-9,522,-20,104,14,2023-02-16 18:38:18
227,1105,782,-12,365,-31,107,15,2023-02-16 18:38:47
231,977,691,-13,503,-11,106,8,2023-02-16 18:41:45
267,1169,827,14,414,-44,114,25,2023-02-16 18:42:39
234,988,699,12,508,-32,105,14,2023-02-16 18:49:52
227,1097,776,-11,389,-36,107,10,2023-02-16 18:52:12
217,903,639,1,568,-20,94,10,2023-02-16 18:56:45
223,1112,787,-7,369,-33,103,13,2023-02-16 19:00:45
226,1119,792,-17,356,-35,102,16,2023-02-16 19:02:10
221,1037,734,20,595,-12,98,18,2023-02-16 19:07:13
226,1136,804,-21,379,-32,106,14,2023-02-16 19:08:10
239,1207,854,-18,392,-29,110,17,2023-02-16 19:08:44
231,1177,833,-18,359,-34,108,14,2023-02-16 19:10:09
218,1098,777,-9,386,-26,103,9,2023-02-16 19:11:15
214,978,692,15,457,-13,98,13,2023-02-16 19:14:13
217,1027,727,15,493,-8,103,10,2023-02-16 19:16:20
217,1026,726,0,437,-16,101,18,2023-02-16 19:16:49
227,1129,799,-7,390,-34,109,15,2023-02-16 19:17:44
213,1040,736,9,433,-22,102,9,2023-02-16 19:19:15
240,1199,848,-13,370,-38,114,17,2023-02-16 19:24:44
233,1125,796,-13,362,-38,112,10,2023-02-16 19:25:23
217,1047,741,9,471,-20,102,13,2023-02-16 19:28:46
235,1149,813,-16,360,-39,111,9,2023-02-16 19:30:45
249,1037,734,5,495,-31,112,10,2023-02-16 19:31:43
242,957,677,-16,553,-16,106,18,2023-02-16 19:35:45
218,1071,758,-10,440,-28,104,10,2023-02-16 19:36:09
241,982,695,3,610,-16,108,14,2023-02-16 19:37:09
256,998,706,3,580,-28,107,26,2023-02-16 19:38:45
246,994,703,-8,515,-21,109,11,2023-02-16 19:43:46
226,1114,788,-9,380,-28,105,15,2023-02-16 19:44:48
262,1241,878,14,420,-49,122,13,2023-02-16 19:48:45
272,1139,806,-25,397,-27,116,27,2023-02-16 19:49:10
209,948,671,20,498,-14,97,10,2023-02-16 19:51:40
269,1194,845,-4,364,-48,116,14,2023-02-16 19:53:50
238,1124,795,8,496,-43,110,18,2023-02-16 19:54:45
242,1134,802,-3,393,-46,112,14,2023-02-16 19:55:17
217,992,702,10,483,-15,102,19,2023-02-16 20:03:40
220,1015,718,15,574,-19,103,20,2023-02-16 20:04:14
220,1044,739,18,493,-26,102,18,2023-02-16 20:06:49
216,1006,712,20,529,-22,101,10,2023-02-16 20:08:48
211,998,706,11,448,-26,100,10,2023-02-16 20:11:50
215,1032,730,19,491,-25,102,11,2023-02-16 20:13:46
220,1009,714,16,476,-35,103,18,2023-02-16 20:16:46
220,1043,738,34,551,-29,106,14,2023-02-16 20:20:18
213,1002,709,14,493,-30,104,12,2023-02-16 20:23:13
215,1019,721,23,616,-27,104,14,2023-02-16 20:26:09
217,1030,729,11,530,-31,105,14,2023-02-16 20:26:40
209,982,695,19,567,-28,104,11,2023-02-16 20:27:14
218,1018,720,24,501,-29,106,15,2023-02-16 20:31:19
216,1043,738,24,573,-32,104,11,2023-02-16 20:33:49
213,986,698,9,486,-27,102,18,2023-02-16 20:35:43
215,989,700,18,596,-23,104,14,2023-02-16 20:36:13
213,1001,708,25,499,-33,104,12,2023-02-16 20:42:11
217,1015,718,12,466,-28,103,15,2023-02-16 20:42:43
212,994,703,10,479,-33,105,15,2023-02-16 20:45:15
223,1027,727,13,518,-28,107,16,2023-02-16 20:46:14
215,1025,725,21,557,-36,104,16,2023-02-16 20:48:18
216,1036,733,15,511,-32,104,16,2023-02-16 20:49:47
214,1037,734,31,508,-28,106,10,2023-02-16 20:52:16
212,1003,710,19,511,-29,104,13,2023-02-16 20:53:47
211,1006,712,19,506,-25,105,9,2023-02-16 20:55:46
214,1023,724,20,481,-28,102,12,2023-02-16 20:56:15
211,1012,716,22,497,-26,103,13,2023-02-16 20:58:43
215,1036,733,14,496,-25,107,13,2023-02-16 21:01:16
212,1013,717,31,561,-26,102,15,2023-02-16 21:02:14
213,1027,727,14,481,-28,106,12,2023-02-16 21:03:15
210,999,707,14,471,-32,103,9,2023-02-16 21:04:22
212,1012,716,13,573,-25,103,13,2023-02-16 21:04:42
214,1023,724,4,509,-22,104,12,2023-02-16 21:07:16
210,965,683,16,484,-27,105,16,2023-02-16 21:08:15
215,991,701,22,531,-29,105,14,2023-02-16 21:10:09
211,1011,715,10,514,-24,104,11,2023-02-16 21:16:46
217,1032,730,16,472,-27,105,14,2023-02-16 21:17:18
210,998,706,2,482,-26,102,15,2023-02-16 21:17:48
214,1023,724,10,492,-27,107,10,2023-02-16 21:20:14
215,1043,738,25,492,-26,106,17,2023-02-16 21:25:10
216,1052,744,15,486,-23,107,10,2023-02-16 21:27:44
213,1035,732,9,470,-28,103,12,2023-02-16 21:28:21
212,1005,711,22,509,-27,104,13,2023-02-16 21:29:48
212,1036,733,23,494,-32,105,11,2023-02-16 21:33:21
210,1029,728,8,511,-29,101,13,2023-02-16 21:35:18
212,1063,752,13,482,-31,104,10,2023-02-16 21:39:42
215,1067,755,9,453,-29,104,10,2023-02-16 21:40:15
214,1036,733,22,480,-26,105,13,2023-02-16 21:44:51
209,1006,712,24,515,-29,103,12,2023-02-16 21:47:18
211,1032,730,29,499,-25,102,12,2023-02-16 21:47:46
205,992,702,15,513,-33,103,13,2023-02-16 21:52:40
204,916,648,27,572,-21,99,10,2023-02-16 21:53:18
213,1030,729,12,475,-29,103,14,2023-02-16 21:54:40
215,1047,741,12,487,-12,102,11,2023-02-16 22:01:16
209,1015,718,20,533,-25,106,9,2023-02-16 22:01:51
217,1076,761,9,450,-22,104,13,2023-02-16 22:02:51
208,1009,714,20,628,-20,104,12,2023-02-16 22:08:19
213,1085,768,25,513,-30,106,11,2023-02-16 22:08:49
209,1020,722,21,519,-26,104,13,2023-02-16 22:09:46
209,1005,711,35,571,-23,104,12,2023-02-16 22:13:16
212,1066,754,17,530,-28,105,11,2023-02-16 22:13:47
205,986,698,24,513,-27,105,13,2023-02-16 22:14:16
214,1054,746,8,522,-29,107,14,2023-02-16 22:15:21
210,1029,728,21,496,-25,105,11,2023-02-16 22:15:41
206,1001,708,19,495,-29,105,11,2023-02-16 22:20:46
208,1025,725,18,510,-34,102,11,2023-02-16 22:28:17
207,1015,718,20,546,-33,104,11,2023-02-16 22:31:53
210,1001,708,12,486,-25,103,18,2023-02-16 22:32:44
209,1018,720,25,524,-27,103,11,2023-02-16 22:35:44
209,1023,724,22,502,-31,103,9,2023-02-16 22:36:39
212,1025,725,30,521,-31,104,12,2023-02-16 22:38:15
213,1054,746,17,561,-19,104,10,2023-02-16 22:39:13
212,1052,744,15,499,-21,107,9,2023-02-16 22:39:46
252,1129,799,9,432,-47,114,18,2023-02-16 22:44:52
233,1105,782,2,443,-39,110,20,2023-02-16 22:45:15
234,974,689,2,471,-26,106,13,2023-02-16 22:45:53
207,1001,708,19,595,-30,104,9,2023-02-16 22:46:38
256,1152,815,11,434,-41,113,12,2023-02-16 22:51:47
225,1115,789,-2,454,-37,110,13,2023-02-16 22:55:46
211,1067,755,5,457,-28,105,10,2023-02-16 22:58:51
243,1012,716,-14,490,-27,108,20,2023-02-16 22:59:50
209,1022,723,10,458,-25,103,16,2023-02-16 23:00:41
224,1119,792,11,401,-39,107,15,2023-02-16 23:02:47
227,1153,816,-6,426,-31,110,13,2023-02-16 23:05:14
218,1114,788,10,458,-28,106,16,2023-02-16 23:11:11
233,944,668,-6,492,-27,101,15,2023-02-16 23:14:41
220,1071,758,3,406,-39,105,13,2023-02-16 23:16:40
245,1078,763,2,455,-44,107,16,2023-02-16 23:19:22
231,1122,794,1,405,-42,106,17,2023-02-16 23:19:47
231,968,685,-5,465,-30,102,13,2023-02-16 23:20:09
218,1118,791,-3,365,-36,104,11,2023-02-16 23:21:08
232,1023,724,5,525,-25,103,8,2023-02-16 23:23:48
238,992,702,-7,468,-24,102,21,2023-02-16 23:26:42
222,1141,807,9,444,-21,105,10,2023-02-16 23:30:39
219,1117,790,0,396,-43,109,8,2023-02-16 23:32:39
223,1152,815,-10,378,-31,106,17,2023-02-16 23:35:40
237,985,697,-14,519,-17,102,26,2023-02-16 23:36:38
223,933,660,-18,512,-16,100,9,2023-02-16 23:38:14
230,975,690,-6,489,-18,101,23,2023-02-16 23:38:40
256,1022,723,-22,456,-17,102,46,2023-02-16 23:41:08
222,1134,802,-4,347,-38,106,14,2023-02-16 23:42:09
232,1165,824,-3,357,-35,109,17,2023-02-16 23:43:48
250,1108,784,17,396,-46,110,11,2023-02-16 23:44:49
223,1111,786,-4,364,-33,104,18,2023-02-16 23:46:15
229,1165,824,-10,358,-34,109,12,2023-02-16 23:47:45
212,1087,769,9,480,-17,104,10,2023-02-16 23:52:13
211,1084,767,8,462,-26,102,14,2023-02-16 23:53:50
216,1053,745,19,451,-25,105,15,2023-02-16 23:56:45
227,1149,813,-4,372,-38,108,16,2023-02-17 00:01:15
218,1078,763,0,385,-40,107,12,2023-02-17 00:04:48
223,1100,778,2,419,-41,108,17,2023-02-17 00:06:44
221,1118,791,2,371,-44,107,11,2023-02-17 00:07:51
220,1090,771,-4,365,-40,106,13,2023-02-17 00:09:08
220,1077,762,-1,391,-41,105,15,2023-02-17 00:15:43
214,1084,767,0,361,-43,104,10,2023-02-17 00:16:50
220,1105,782,0,399,-41,110,9,2023-02-17 00:19:39
227,1122,794,-7,404,-40,109,17,2023-02-17 00:21:15
222,1138,805,5,348,-41,109,8,2023-02-17 00:24:47
227,1118,791,13,451,-46,109,22,2023-02-17 00:25:46
206,1001,708,26,491,-22,103,10,2023-02-17 00:29:15
220,1094,774,-4,419,-34,108,12,2023-02-17 00:33:52
223,1111,786,1,382,-39,108,13,2023-02-17 00:35:09
218,1067,755,4,432,-39,109,14,2023-02-17 00:37:08
222,1085,768,4,404,-44,106,15,2023-02-17 00:40:40
217,1098,777,0,362,-41,105,8,2023-02-17 00:44:09
225,1095,775,-7,433,-40,107,18,2023-02-17 00:44:44
222,1146,811,-1,342,-44,109,9,2023-02-17 00:48:14
222,1124,795,10,426,-41,109,14,2023-02-17 00:49:17
224,1097,776,-10,410,-40,109,19,2023-02-17 00:50:11
235,1176,832,-19,416,-29,116,14,2023-02-17 00:50:46
225,1132,801,-7,354,-40,109,18,2023-02-17 00:53:46
226,1152,815,-6,436,-38,111,11,2023-02-17 00:55:15
219,1033,731,8,495,-21,106,21,2023-02-17 00:58:12
219,1098,777,-3,439,-37,109,13,2023-02-17 00:59:45
212,1074,760,18,498,-23,105,12,2023-02-17 01:01:23
209,1047,741,11,558,-26,107,11,2023-02-17 01:02:46
218,1083,766,22,499,-28,107,8,2023-02-17 01:03:47
216,1073,759,18,437,-29,105,12,2023-02-17 01:07:40
218,1076,761,11,518,-27,105,13,2023-02-17 01:12:16
207,1025,725,20,536,-21,101,10,2023-02-17 01:14:50
214,1066,754,21,512,-27,104,14,2023-02-17 01:17:45
212,1049,742,-3,511,-25,104,15,2023-02-17 01:18:38
206,1011,715,16,502,-31,102,13,2023-02-17 01:21:22
210,1005,711,28,520,-22,101,20,2023-02-17 01:22:17
208,1011,715,18,521,-32,101,12,2023-02-17 01:23:44
213,1005,711,28,520,-26,103,14,2023-02-17 01:25:45
209,1029,728,9,469,-28,101,13,2023-02-17 01:26:46
212,1036,733,24,521,-31,102,18,2023-02-17 01:29:40
206,1020,722,15,457,-29,101,9,2023-02-17 01:31:10
209,1008,713,24,555,-18,102,11,2023-02-17 01:32:14
207,1001,708,19,498,-24,104,14,2023-02-17 01:34:15
208,1030,729,23,528,-29,103,10,2023-02-17 01:35:08
208,1039,735,26,494,-21,102,10,2023-02-17 01:39:17
216,1033,731,32,660,-22,102,18,2023-02-17 01:41:21
215,1036,733,19,528,-25,103,21,2023-02-17 01:42:46
207,1002,709,39,529,-31,102,18,2023-02-17 01:45:43
208,986,698,28,546,-26,100,19,2023-02-17 01:47:10
202,985,697,18,465,-26,99,10,2023-02-17 01:48:39
200,962,681,23,508,-27,99,9,2023-02-17 01:51:16
203,991,701,29,539,-23,102,10,2023-02-17 01:52:49
208,974,689,20,502,-32,101,18,2023-02-17 01:54:16
206,1011,715,21,513,-34,100,15,2023-02-17 01:54:48
200,958,678,20,543,-32,99,11,2023-02-17 01:55:09
208,981,694,22,530,-30,99,14,2023-02-17 01:56:42
207,991,701,31,564,-30,102,11,2023-02-17 02:03:12
227,961,680,-9,451,-18,103,11,2023-02-17 02:07:50
216,1070,757,-9,373,-35,104,9,2023-02-17 02:09:51
218,1057,748,5,390,-38,104,11,2023-02-17 02:10:15
212,996,705,24,492,-21,103,13,2023-02-17 02:14:15
247,1126,797,-2,372,-40,110,12,2023-02-17 02:15:14
215,1033,731,1,390,-33,101,8,2023-02-17 02:19:14
207,1025,725,11,456,-23,99,13,2023-02-17 02:19:47
224,1095,775,2,386,-39,104,13,2023-02-17 02:20:09
223,1142,808,5,391,-42,104,13,2023-02-17 02:23:50
218,1037,734,7,366,-39,102,13,2023-02-17 02:24:18
223,1073,759,4,383,-37,104,16,2023-02-17 02:24:42
231,1044,739,-9,398,-38,106,8,2023-02-17 02:25:17
243,1078,763,-3,385,-39,109,12,2023-02-17 02:25:47
245,1141,807,3,361,-41,108,15,2023-02-17 02:26:20
219,1061,751,6,437,-32,101,18,2023-02-17 02:29:19
216,1053,745,0,452,-30,100,12,2023-02-17 02:30:41
209,1020,722,3,413,-35,99,10,2023-02-17 02:32:47
233,1001,708,-16,444,-22,100,14,2023-02-17 02:33:51
215,1067,755,6,503,-23,103,11,2023-02-17 02:36:44
205,1016,719,-4,414,-27,97,15,2023-02-17 02:39:14
217,1073,759,0,388,-36,100,13,2023-02-17 02:41:50
220,1083,766,-12,366,-32,100,12,2023-02-17 02:44:41
218,975,690,-3,481,-24,96,8,2023-02-17 02:47:15
211,1019,721,4,443,-27,99,18,2023-02-17 02:48:14
205,1001,708,16,520,-26,100,10,2023-02-17 02:50:45
250,1068,756,-4,439,-34,105,23,2023-02-17 02:51:22
216,1052,744,-7,463,-30,103,12,2023-02-17 02:56:12
214,1074,760,-1,368,-36,101,12,2023-02-17 02:56:46
222,1105,782,-11,375,-32,104,13,2023-02-17 02:57:41
249,1104,781,8,396,-39,107,9,2023-02-17 02:58:40
218,1097,776,-7,356,-39,104,9,2023-02-17 03:02:21
220,1091,772,-9,350,-32,103,12,2023-02-17 03:03:42
217,957,677,-22,438,-19,98,13,2023-02-17 03:04:41
210,923,653,-26,540,-15,99,11,2023-02-17 03:06:44
226,953,674,-24,512,-12,99,24,2023-02-17 03:07:42
217,960,679,-21,509,-14,98,12,2023-02-17 03:13:14
220,1115,789,-6,401,-31,108,13,2023-02-17 03:17:42
219,1104,781,-5,362,-32,104,12,2023-02-17 03:26:12
219,1118,791,-10,342,-34,103,10,2023-02-17 03:28:44
237,1070,757,4,443,-43,103,13,2023-02-17 03:29:13
217,1083,766,-11,373,-32,101,15,2023-02-17 03:32:13
217,1090,771,5,413,-17,101,12,2023-02-17 03:34:16
223,1143,809,-8,364,-38,106,11,2023-02-17 03:34:40
228,1135,803,-13,381,-34,106,23,2023-02-17 03:37:48
222,1159,820,-7,357,-38,106,9,2023-02-17 03:39:13
208,1013,717,11,510,-24,101,13,2023-02-17 03:49:13
207,1027,727,11,426,-34,100,13,2023-02-17 03:53:10
219,933,660,-8,537,-20,98,11,2023-02-17 04:02:38
213,1068,756,9,437,-33,99,12,2023-02-17 04:03:43
250,1141,807,2,381,-42,108,16,2023-02-17 04:08:10
211,1095,775,-8,388,-30,101,8,2023-02-17 04:12:46
247,1241,878,5,352,-46,115,9,2023-02-17 04:13:49
225,1150,814,-7,367,-36,108,10,2023-02-17 04:17:44
208,1047,741,10,461,-30,99,9,2023-02-17 04:23:12
205,1030,729,16,496,-18,103,10,2023-02-17 04:28:39
217,977,691,-26,466,-15,101,13,2023-02-17 04:30:08
224,1114,788,-5,376,-39,107,19,2023-02-17 04:32:13
231,1148,812,-9,373,-32,114,11,2023-02-17 04:32:42
210,902,638,-22,486,-16,98,9,2023-02-17 04:34:43
206,1018,720,10,523,-27,102,11,2023-02-17 04:41:09
210,1047,741,22,422,-32,102,13,2023-02-17 04:43:17
221,1109,785,-1,366,-38,104,11,2023-02-17 04:44:18
216,1060,750,-15,399,-35,103,11,2023-02-17 04:49:18
211,1053,745,0,461,-32,101,11,2023-02-17 04:50:21
207,1032,730,0,469,-35,100,10,2023-02-17 04:50:49
218,1091,772,1,359,-42,104,10,2023-02-17 04:52:17
207,1029,728,12,521,-28,102,9,2023-02-17 04:57:40
213,1063,752,25,467,-37,104,14,2023-02-17 04:58:08
211,1056,747,16,442,-32,103,12,2023-02-17 04:58:50
207,1016,719,21,503,-25,102,8,2023-02-17 05:03:12
208,1029,728,9,441,-28,100,9,2023-02-17 05:03:40
199,965,683,23,557,-24,99,10,2023-02-17 05:06:16
219,1093,773,-1,364,-42,104,13,2023-02-17 05:08:15
242,1100,778,2,360,-45,108,15,2023-02-17 05:10:47
204,982,695,21,561,-23,99,10,2023-02-17 05:11:08
242,1081,765,3,405,-41,111,13,2023-02-17 05:13:14
211,1033,731,-2,410,-41,101,9,2023-02-17 05:15:38
212,1008,713,10,443,-33,99,17,2023-02-17 05:16:45
223,1084,767,-3,402,-39,102,14,2023-02-17 05:18:18
229,1083,766,5,354,-41,102,29,2023-02-17 05:18:47
207,996,705,16,492,-28,101,13,2023-02-17 05:19:20
205,955,676,24,473,-29,97,14,2023-02-17 05:28:15
205,978,692,16,524,-31,98,9,2023-02-17 05:29:12
210,957,677,26,481,-34,99,21,2023-02-17 05:30:47
210,989,700,13,457,-32,99,20,2023-02-17 05:32:43
208,970,686,30,517,-29,98,20,2023-02-17 05:35:38
202,947,670,29,554,-30,96,11,2023-02-17 05:37:07
206,972,688,25,514,-30,98,11,2023-02-17 05:39:43
201,943,667,19,522,-31,97,11,2023-02-17 05:41:12
203,951,673,32,553,-24,97,11,2023-02-17 05:41:47
208,989,700,39,570,-31,101,12,2023-02-17 05:43:39
202,947,670,41,606,-27,99,14,2023-02-17 05:44:45
205,930,658,28,534,-26,98,16,2023-02-17 05:45:20
203,964,682,33,590,-27,99,11,2023-02-17 05:47:10
202,938,664,31,593,-27,97,9,2023-02-17 05:50:12
203,928,657,22,529,-29,96,16,2023-02-17 05:52:44
205,936,662,22,517,-29,98,17,2023-02-17 05:53:15
198,897,635,28,551,-27,97,11,2023-02-17 05:53:43
201,913,646,26,519,-28,96,10,2023-02-17 05:54:48
200,900,637,9,492,-23,97,13,2023-02-17 05:57:45
203,900,637,13,501,-27,97,14,2023-02-17 06:01:44
209,882,624,25,613,-27,97,23,2023-02-17 06:04:48
202,903,639,18,505,-29,99,9,2023-02-17 06:07:16
202,893,632,13,603,-27,97,15,2023-02-17 06:08:11
203,899,636,14,564,-31,99,13,2023-02-17 06:08:47
207,931,659,21,507,-30,100,13,2023-02-17 06:09:42
204,944,668,13,596,-26,98,13,2023-02-17 06:11:17
200,909,643,22,551,-27,96,11,2023-02-17 06:12:12
196,903,639,23,605,-26,97,10,2023-02-17 06:16:47
200,914,647,31,569,-22,98,15,2023-02-17 06:21:47
194,886,627,19,507,-27,93,14,2023-02-17 06:22:10
194,900,637,20,521,-25,95,10,2023-02-17 06:25:14
196,913,646,31,556,-22,94,11,2023-02-17 06:27:38
198,875,619,22,505,-29,94,16,2023-02-17 06:29:11
196,868,614,23,552,-27,93,19,2023-02-17 06:31:13
192,873,618,17,552,-23,93,10,2023-02-17 06:33:19
194,892,631,18,648,-24,93,17,2023-02-17 06:35:09
198,876,620,21,543,-23,92,22,2023-02-17 06:35:48
197,887,628,17,537,-28,92,15,2023-02-17 06:37:15
201,902,638,32,541,-18,95,16,2023-02-17 06:42:39
196,885,626,21,523,-27,93,15,2023-02-17 06:45:07
205,886,627,22,566,-28,94,24,2023-02-17 06:50:40
194,903,639,26,561,-30,93,13,2023-02-17 06:57:08
194,897,635,20,594,-26,93,12,2023-02-17 06:59:10
199,938,664,46,565,-27,95,13,2023-02-17 07:00:17
198,941,666,31,509,-31,94,10,2023-02-17 07:01:46
201,960,679,41,514,-30,93,12,2023-02-17 07:05:07
199,936,662,18,559,-25,93,13,2023-02-17 07:07:43
196,897,635,17,565,-23,93,14,2023-02-17 07:10:17
193,873,618,22,573,-25,93,10,2023-02-17 07:10:47
196,909,643,31,610,-25,92,11,2023-02-17 07:14:48
198,903,639,39,537,-26,94,17,2023-02-17 07:15:14
200,926,655,51,499,-25,96,18,2023-02-17 07:16:11
196,890,630,32,549,-25,92,12,2023-02-17 07:16:45
194,902,638,22,536,-22,92,12,2023-02-17 07:17:11
198,945,669,34,474,-25,94,11,2023-02-17 07:19:11
193,885,626,11,468,-25,92,13,2023-02-17 07:25:15
199,880,623,16,489,-25,94,16,2023-02-17 07:27:47
198,896,634,23,571,-29,92,17,2023-02-17 07:30:40
194,883,625,18,565,-25,92,9,2023-02-17 07:31:45
229,924,654,36,571,-24,94,34,2023-02-17 07:39:42
200,936,662,34,522,-25,95,9,2023-02-17 07:40:37
198,930,658,38,509,-27,94,14,2023-02-17 07:41:40
196,933,660,40,467,-28,94,9,2023-02-17 07:43:21
197,923,653,29,503,-29,95,12,2023-02-17 07:44:50
193,902,638,30,515,-20,94,9,2023-02-17 07:47:12
195,892,631,33,553,-24,93,14,2023-02-17 07:47:37
192,861,609,29,624,-22,92,13,2023-02-17 07:49:43
190,839,594,29,576,-24,91,16,2023-02-17 07:52:09
192,873,618,17,512,-27,92,11,2023-02-17 07:52:42
193,852,603,32,580,-23,94,15,2023-02-17 07:53:38
194,859,608,18,588,-25,92,14,2023-02-17 07:58:10
191,855,605,16,516,-27,92,12,2023-02-17 07:59:42
192,854,604,12,538,-25,92,13,2023-02-17 08:00:46
192,841,595,8,565,-21,91,15,2023-02-17 08:02:42
194,869,615,23,517,-28,93,13,2023-02-17 08:03:18
195,876,620,20,612,-21,92,12,2023-02-17 08:04:45
197,887,628,19,485,-27,95,11,2023-02-17 08:05:09
196,862,610,21,522,-27,93,16,2023-02-17 08:09:11
194,882,624,35,521,-29,92,12,2023-02-17 08:11:47
191,851,602,27,544,-25,93,12,2023-02-17 08:12:20
197,899,636,14,567,-27,96,8,2023-02-17 08:24:13
201,910,644,12,486,-30,97,13,2023-02-17 08:26:39
199,920,651,27,453,-31,96,13,2023-02-17 08:29:37
202,921,652,33,539,-25,97,14,2023-02-17 08:34:08
195,917,649,42,563,-26,96,13,2023-02-17 08:36:39
199,910,644,15,606,-20,96,15,2023-02-17 08:38:12
200,944,668,22,503,-25,95,14,2023-02-17 08:38:45
203,890,630,17,555,-26,94,22,2023-02-17 08:40:45
197,933,660,30,540,-24,95,13,2023-02-17 08:46:12
198,920,651,22,596,-25,95,14,2023-02-17 08:49:47
194,892,631,32,550,-25,96,12,2023-02-17 08:51:41
199,904,640,12,497,-26,94,12,2023-02-17 08:55:44
192,869,615,17,556,-24,93,11,2023-02-17 08:56:07
197,916,648,30,488,-25,93,11,2023-02-17 08:59:44
201,944,668,31,531,-29,94,9,2023-02-17 09:04:12
198,937,663,17,467,-28,94,13,2023-02-17 09:09:16
199,941,666,39,557,-28,94,9,2023-02-17 09:11:13
202,945,669,24,536,-22,94,11,2023-02-17 09:14:43
202,961,680,27,522,-21,96,14,2023-02-17 09:15:07
198,931,659,40,482,-18,94,11,2023-02-17 09:18:42
195,883,625,42,546,-27,92,17,2023-02-17 09:20:44
189,883,625,36,523,-22,92,11,2023-02-17 09:22:11
198,940,665,25,519,-25,93,14,2023-02-17 09:23:14
192,887,628,28,524,-33,93,13,2023-02-17 09:28:14
194,896,634,34,507,-33,92,11,2023-02-17 09:30:16
199,920,651,32,515,-28,96,16,2023-02-17 09:31:13
196,890,630,23,537,-29,92,20,2023-02-17 09:34:19
192,896,634,30,511,-33,92,10,2023-02-17 09:35:44
197,940,665,42,504,-26,94,10,2023-02-17 09:39:13
197,900,637,34,496,-29,92,17,2023-02-17 09:40:44
200,940,665,21,484,-34,95,14,2023-02-17 09:41:15
196,921,652,28,479,-28,92,11,2023-02-17 09:43:43
195,914,647,23,510,-28,94,8,2023-02-17 09:44:40
196,923,653,24,508,-30,93,14,2023-02-17 09:46:08
195,912,645,16,495,-31,93,12,2023-02-17 09:50:13
200,927,656,25,506,-28,93,20,2023-02-17 09:54:39
198,924,654,25,547,-23,95,13,2023-02-17 09:55:11
198,912,645,22,440,-32,91,18,2023-02-17 09:57:39
213,1030,729,-7,422,-32,98,13,2023-02-17 10:01:15
195,919,650,49,530,-27,95,13,2023-02-17 10:03:16
201,947,670,37,506,-30,94,14,2023-02-17 10:04:07
200,968,685,25,563,-23,96,14,2023-02-17 10:06:15
200,962,681,19,481,-31,94,11,2023-02-17 10:09:43
205,999,707,0,402,-33,97,13,2023-02-17 10:21:19
206,984,696,19,474,-25,96,15,2023-02-17 10:22:12
234,1035,732,-5,493,-21,106,7,2023-02-17 10:24:14
215,1009,714,6,461,-34,103,15,2023-02-17 10:26:50
234,1063,752,1,445,-36,107,11,2023-02-17 10:28:17
241,1071,758,-5,369,-38,106,21,2023-02-17 10:28:40
230,1035,732,-5,407,-34,103,10,2023-02-17 10:32:14
224,1060,750,-9,425,-29,103,23,2023-02-17 10:34:12
208,1030,729,18,447,-28,99,15,2023-02-17 10:36:13
208,1030,729,21,489,-25,102,13,2023-02-17 10:36:44
225,1064,753,3,408,-41,104,17,2023-02-17 10:37:08
224,1108,784,-10,492,-16,106,11,2023-02-17 10:40:45
233,1005,711,-22,430,-23,100,9,2023-02-17 10:42:46
241,1060,750,4,457,-39,108,13,2023-02-17 10:43:21
228,1006,712,-12,433,-20,101,13,2023-02-17 10:46:13
214,1066,754,14,376,-38,102,12,2023-02-17 10:48:08
241,1026,726,-18,405,-29,104,19,2023-02-17 10:49:17
228,1001,708,-9,416,-28,100,10,2023-02-17 10:51:17
227,1027,727,3,502,-40,102,12,2023-02-17 10:55:06
206,1026,726,11,475,-26,97,18,2023-02-17 10:56:42
211,1073,759,8,477,-25,100,14,2023-02-17 10:57:49
223,1115,789,-5,393,-27,104,14,2023-02-17 10:58:42
245,1262,893,0,440,-27,110,19,2023-02-17 11:01:12
219,960,679,-20,533,-17,100,19,2023-02-17 11:07:47
217,933,660,-17,538,-16,99,17,2023-02-17 11:08:13
202,1029,728,2,425,-31,96,10,2023-02-17 11:08:46
226,1019,721,-5,444,-34,101,10,2023-02-17 11:10:50
