OAVelocity,Peakmg,RMSmg,Kurtosis,CrestFactor,Skewness,Deviation,Peak-to-Peak Displacement,Time
211,1054,746,-8,383,-28,101,8,2023-02-17 11:11:44
214,1132,801,-14,386,-30,103,13,2023-02-17 11:14:38
220,1111,786,-6,391,-33,106,15,2023-02-17 11:17:15
218,1124,795,-14,418,-26,102,11,2023-02-17 11:18:15
235,1057,748,-5,491,-23,102,15,2023-02-17 11:26:10
230,1049,742,-23,417,-21,102,9,2023-02-17 11:31:20
214,1124,795,-10,379,-20,103,9,2023-02-17 11:34:20
253,1266,896,13,349,-49,112,10,2023-02-17 11:35:19
219,985,697,-19,523,-14,102,11,2023-02-17 11:36:13
203,1053,745,-11,417,-22,102,9,2023-02-17 11:37:14
211,1125,796,-10,354,-27,100,12,2023-02-17 11:39:14
214,1163,823,-5,355,-37,105,8,2023-02-17 11:39:40
226,1162,822,-10,351,-33,107,18,2023-02-17 11:40:45
216,1153,816,-7,416,-25,106,8,2023-02-17 11:42:08
220,1170,828,-2,409,-29,106,13,2023-02-17 11:44:14
212,948,671,-20,519,-17,101,14,2023-02-17 11:48:14
234,1074,760,0,455,-35,106,18,2023-02-17 11:51:44
238,1179,834,0,364,-38,105,10,2023-02-17 11:52:44
212,1107,783,-10,396,-23,102,15,2023-02-17 11:53:43
234,1083,766,-5,400,-36,103,18,2023-02-17 11:54:36
209,970,686,-27,493,-10,103,14,2023-02-17 11:56:44
229,1070,757,6,420,-37,104,9,2023-02-17 11:57:49
229,1027,727,-10,532,-21,101,10,2023-02-17 11:58:13
230,1015,718,1,439,-36,102,13,2023-02-17 11:59:19
207,996,705,-17,544,-7,102,7,2023-02-17 12:04:19
231,1094,774,-6,355,-36,103,10,2023-02-17 12:06:12
215,1050,743,-13,408,-26,103,22,2023-02-17 12:06:37
245,1064,753,-17,430,-25,105,25,2023-02-17 12:08:08
212,1029,728,15,562,-6,98,14,2023-02-17 12:11:18
211,1109,785,5,462,-21,104,9,2023-02-17 12:12:43
214,1107,783,-9,415,-26,104,15,2023-02-17 12:17:13
216,1093,773,9,433,-21,102,11,2023-02-17 12:23:07
217,1054,746,-4,453,-19,102,12,2023-02-17 12:26:14
208,1087,769,-3,422,-30,103,11,2023-02-17 12:29:44
214,1063,752,8,472,-27,102,15,2023-02-17 12:32:45
217,1085,768,8,508,-23,104,16,2023-02-17 12:33:20
207,1025,725,6,435,-25,99,11,2023-02-17 12:35:17
242,1105,782,2,405,-37,106,16,2023-02-17 12:37:44
257,1259,891,8,385,-49,114,10,2023-02-17 12:39:39
220,1166,825,-15,361,-31,107,12,2023-02-17 12:42:11
226,1153,816,-15,376,-35,106,18,2023-02-17 12:42:50
233,1061,751,2,422,-41,104,11,2023-02-17 12:45:21
229,996,705,0,562,-18,101,16,2023-02-17 12:48:43
231,1143,809,-3,457,-37,107,10,2023-02-17 12:51:17
238,1143,809,5,396,-41,109,12,2023-02-17 12:52:16
222,1046,740,18,531,0,101,15,2023-02-17 12:54:12
219,1046,740,13,517,-10,100,10,2023-02-17 12:54:42
217,1097,776,10,430,-23,104,12,2023-02-17 13:02:16
235,1163,823,-3,368,-41,110,14,2023-02-17 13:08:12
210,1039,735,9,520,-12,102,12,2023-02-17 13:11:09
240,1135,803,2,383,-41,106,12,2023-02-17 13:11:44
211,1078,763,-2,578,-19,102,12,2023-02-17 13:12:43
238,1084,767,0,396,-39,106,14,2023-02-17 13:13:42
230,1035,732,-6,555,-20,103,14,2023-02-17 13:16:43
227,1186,839,-14,359,-33,107,16,2023-02-17 13:17:36
209,1087,769,-11,471,-16,102,9,2023-02-17 13:19:42
233,1104,781,-5,581,-25,106,9,2023-02-17 13:21:49
235,1118,791,7,373,-41,105,13,2023-02-17 13:24:16
208,1066,754,1,511,-16,100,15,2023-02-17 13:27:44
239,1196,846,-8,404,-33,111,25,2023-02-17 13:28:43
223,1156,818,-8,379,-31,110,18,2023-02-17 13:29:48
226,1166,825,-20,367,-23,110,19,2023-02-17 13:30:14
235,1098,777,0,413,-37,104,10,2023-02-17 13:38:08
209,1067,755,-5,427,-16,104,11,2023-02-17 13:38:39
232,1063,752,1,415,-31,104,11,2023-02-17 13:39:13
225,1135,803,-7,376,-26,104,16,2023-02-17 13:40:14
224,1207,854,-16,351,-30,109,11,2023-02-17 13:43:10
235,1068,756,-2,438,-33,103,10,2023-02-17 13:44:45
214,1146,811,-19,342,-29,108,9,2023-02-17 13:47:07
240,1129,799,6,386,-31,106,17,2023-02-17 13:48:44
219,1136,804,8,459,-23,105,10,2023-02-17 14:00:08
222,1175,831,12,443,-17,105,10,2023-02-17 14:06:12
