InletPressure,OutletPressure,OutletTemperature,InverterSpeed,general_info,http_info,lora_info,modem_info,mqtt_info,ntp_info,zigbee_info
23.795804977416992,1021.4829711914062,83.60763549804688,4562.0,,,,,,,
23.69929313659668,1021.6939697265625,83.53286743164062,4561.0,,,,,,,
23.699230194091797,1020.6692504882812,83.68252563476562,4565.0,,,,,,,
23.60276222229004,1021.00048828125,83.75735473632812,4563.0,,,,,,,
23.602741241455078,1021.1815795898438,83.53286743164062,4566.0,,,,,,,
23.988447189331055,1021.2417602539062,83.68252563476562,4553.0,,,,,,,
24.084875106811523,1020.8798828125,83.45806884765625,4558.0,,,,,,,
23.988468170166016,1021.5430297851562,83.45806884765625,4551.0,,,,,,,
34.40638732910156,1029.5916748046875,83.60763549804688,4545.0,,,,,,,
37.107337951660156,1031.46044921875,83.68252563476562,4567.0,,,,,,,
74.82398986816406,1053.496337890625,83.98190307617188,4553.0,,,,,,,
85.62786865234375,1060.79150390625,84.581298828125,4562.0,,,,,,,
86.7855453491211,1062.2080078125,84.88125610351562,4569.0,,,,,,,
86.97865295410156,1061.8463134765625,84.88125610351562,4571.0,,,,,,,
86.7857666015625,1061.967041015625,85.03128051757812,4562.0,,,,,,,
87.07516479492188,1062.0272216796875,84.88125610351562,4592.0,,,,,,,
51.86665725708008,1043.277587890625,84.50631713867188,4559.0,,,,,,,
27.461708068847656,1025.070068359375,83.90707397460938,4570.0,,,,,,,
36.52915954589844,1030.797607421875,84.05682373046875,4557.0,,,,,,,
37.01150894165039,1031.4908447265625,84.1317138671875,4567.0,,,,,,,
37.39736557006836,1031.4906005859375,83.90707397460938,4548.0,,,,,,,
36.915035247802734,1031.3697509765625,84.05682373046875,4570.0,,,,,,,
37.10797882080078,1031.2791748046875,83.90707397460938,4561.0,,,,,,,
37.59027862548828,1031.279052734375,83.83221435546875,4553.0,,,,,,,
37.39738464355469,1031.5201416015625,83.75735473632812,4566.0,,,,,,,
37.59027862548828,1030.7965087890625,83.75735473632812,4570.0,,,,,,,
27.847501754760742,1025.0390625,83.68252563476562,4563.0,,,,,,,
24.181833267211914,1021.6025390625,83.68252563476562,4574.0,,,,,,,
36.91490936279297,1031.369384765625,83.60763549804688,4575.0,,,,,,,
36.91490936279297,1031.1585693359375,83.60763549804688,4560.0,,,,,,,
37.59015655517578,1031.91259765625,83.68252563476562,4557.0,,,,,,,
37.10784912109375,1031.5811767578125,83.68252563476562,4555.0,,,,,,,
37.39723587036133,1031.8223876953125,83.68252563476562,4574.0,,,,,,,
36.818443298339844,1031.4305419921875,83.75735473632812,4554.0,,,,,,,
37.20431900024414,1031.6414794921875,83.68252563476562,4559.0,,,,,,,
37.39723587036133,1031.2493896484375,83.75735473632812,4578.0,,,,,,,
26.111114501953125,1023.080322265625,83.60763549804688,4553.0,,,,,,,
24.18178939819336,1021.5430297851562,83.60763549804688,4555.0,,,,,,,
23.79591178894043,1021.6332397460938,83.60763549804688,4569.0,,,,,,,
23.89238166809082,1020.909912109375,83.60763549804688,4553.0,,,,,,,
39.32634735107422,1025.76318359375,83.60763549804688,4543.0,,,,,,,
69.71199798583984,1051.2952880859375,84.05682373046875,4558.0,,,,,,,
83.60282135009766,1059.6754150390625,84.43136596679688,4567.0,,,,,,,
86.9791259765625,1061.6646728515625,84.65625,4580.0,,,,,,,
81.77015686035156,1059.735595703125,84.80624389648438,4584.0,,,,,,,
73.57051086425781,1053.1641845703125,84.43136596679688,4579.0,,,,,,,
72.50936126708984,1052.2296142578125,84.581298828125,4566.0,,,,,,,
31.41651153564453,1027.9033203125,83.98190307617188,4576.0,,,,,,,
25.049909591674805,1022.085693359375,83.98190307617188,4553.0,,,,,,,
23.892337799072266,1022.1158447265625,83.98190307617188,4556.0,,,,,,,
23.699378967285156,1021.2112426757812,83.98190307617188,4577.0,,,,,,,
51.673465728759766,1036.8262939453125,84.05682373046875,4569.0,,,,,,,
70.57991027832031,1051.3558349609375,84.35641479492188,4583.0,,,,,,,
84.56715393066406,1060.7608642578125,84.80624389648438,4560.0,,,,,,,
86.01464080810547,1060.9417724609375,84.95626831054688,4565.0,,,,,,,
75.40351104736328,1054.038818359375,84.80624389648438,4575.0,,,,,,,
83.5060806274414,1059.7056884765625,84.88125610351562,4564.0,,,,,,,
77.52562713623047,1060.0072021484375,84.95626831054688,4587.0,,,,,,,
38.072669982910156,1032.4853515625,84.28152465820312,4567.0,,,,,,,
25.725513458251953,1023.2310180664062,83.98190307617188,4559.0,,,,,,,
24.182086944580078,1021.633056640625,83.83221435546875,4553.0,,,,,,,
23.69978141784668,1020.8797607421875,83.83221435546875,4564.0,,,,,,,
23.699655532836914,1021.0908813476562,83.75735473632812,4552.0,,,,,,,
23.795955657958984,1021.1207885742188,83.75735473632812,4567.0,,,,,,,
23.699230194091797,1021.3017578125,83.60763549804688,4560.0,,,,,,,
23.988618850708008,1020.6384887695312,83.53286743164062,4557.0,,,,,,,
23.795635223388672,1020.93994140625,83.53286743164062,4560.0,,,,,,,
23.79561424255371,1020.8797607421875,83.53286743164062,4568.0,,,,,,,
23.69906234741211,1021.2111206054688,83.53286743164062,4571.0,,,,,,,
35.370933532714844,1029.7117919921875,83.45806884765625,4557.0,,,,,,,
37.01087188720703,1030.9473876953125,83.53286743164062,4580.0,,,,,,,
37.10731887817383,1031.0380859375,83.60763549804688,4570.0,,,,,,,
78.3930892944336,1055.6661376953125,84.05682373046875,4562.0,,,,,,,
85.82098388671875,1061.0921630859375,84.35641479492188,4583.0,,,,,,,
86.39984130859375,1061.484130859375,84.50631713867188,4586.0,,,,,,,
86.4963150024414,1061.27294921875,84.581298828125,4581.0,,,,,,,
85.91749572753906,1061.3031005859375,84.73123168945312,4574.0,,,,,,,
77.13935089111328,1056.20849609375,84.581298828125,4577.0,,,,,,,
39.133243560791016,1033.6910400390625,84.1317138671875,4569.0,,,,,,,
36.04636764526367,1030.6768798828125,83.90707397460938,4548.0,,,,,,,
36.8179931640625,1031.0084228515625,83.83221435546875,4560.0,,,,,,,
37.20384979248047,1030.737060546875,83.83221435546875,4579.0,,,,,,,
37.396793365478516,1030.7073974609375,83.75735473632812,4560.0,,,,,,,
36.8179931640625,1030.978515625,83.83221435546875,4569.0,,,,,,,
37.30031967163086,1030.6168212890625,83.60763549804688,4568.0,,,,,,,
37.20387268066406,1031.0997314453125,83.75735473632812,4557.0,,,,,,,
67.3965072631836,1047.889892578125,83.83221435546875,4561.0,,,,,,,
77.42828369140625,1056.7220458984375,84.35641479492188,4593.0,,,,,,,
73.37650299072266,1053.28564453125,84.35641479492188,4574.0,,,,,,,
72.60475158691406,1052.8935546875,84.35641479492188,4558.0,,,,,,,
85.24140167236328,1060.5506591796875,84.65625,4580.0,,,,,,,
86.49546813964844,1061.5753173828125,84.73123168945312,4578.0,,,,,,,
59.29304885864258,1048.70361328125,84.73123168945312,4561.0,,,,,,,
34.020023345947266,1026.99951171875,83.98190307617188,4574.0,,,,,,,
36.817420959472656,1030.6168212890625,84.1317138671875,4563.0,,,,,,,
36.817420959472656,1030.5863037109375,84.05682373046875,4570.0,,,,,,,
51.865535736083984,1037.6705322265625,83.98190307617188,4557.0,,,,,,,
80.03262329101562,1055.757080078125,84.35641479492188,4574.0,,,,,,,
86.30279541015625,1059.947021484375,84.73123168945312,4591.0,,,,,,,
86.7852783203125,1060.971923828125,84.88125610351562,4587.0,,,,,,,
73.955322265625,1053.013916015625,84.73123168945312,4560.0,,,,,,,
72.99058532714844,1052.4107666015625,84.65625,4580.0,,,,,,,
66.72084045410156,1051.77783203125,84.581298828125,4559.0,,,,,,,
39.51854705810547,1032.9375,84.05682373046875,4566.0,,,,,,,
37.29990005493164,1030.6763916015625,83.98190307617188,4564.0,,,,,,,
75.3060073852539,1052.92333984375,84.28152465820312,4582.0,,,,,,,
84.66292572021484,1060.21826171875,84.73123168945312,4580.0,,,,,,,
86.30301666259766,1061.4842529296875,84.88125610351562,4570.0,,,,,,,
86.20660400390625,1061.2130126953125,84.88125610351562,4565.0,,,,,,,
86.6891860961914,1060.73046875,84.88125610351562,4565.0,,,,,,,
85.82112884521484,1061.2130126953125,85.03128051757812,4555.0,,,,,,,
53.506404876708984,1044.543212890625,84.73123168945312,4553.0,,,,,,,
27.84748077392578,1025.1907958984375,84.05682373046875,4551.0,,,,,,,
58.71527099609375,1042.764892578125,84.28152465820312,4574.0,,,,,,,
71.3521728515625,1052.320556640625,84.581298828125,4560.0,,,,,,,
72.41393280029297,1052.6220703125,84.581298828125,4574.0,,,,,,,
72.8963623046875,1053.1041259765625,84.73123168945312,4582.0,,,,,,,
72.6069564819336,1053.19482421875,84.73123168945312,4585.0,,,,,,,
83.31421661376953,1059.1031494140625,85.03128051757812,4577.0,,,,,,,
77.71941375732422,1060.3089599609375,85.25643920898438,4558.0,,,,,,,
40.38853073120117,1033.7216796875,84.43136596679688,4556.0,,,,,,,
25.7261905670166,1022.8097534179688,84.1317138671875,4553.0,,,,,,,
23.796886444091797,1021.392822265625,84.28152465820312,4577.0,,,,,,,
23.4108829498291,1021.031005859375,84.05682373046875,4568.0,,,,,,,
61.899269104003906,1045.0863037109375,84.35641479492188,4571.0,,,,,,,
79.74493408203125,1053.5267333984375,84.581298828125,4560.0,,,,,,,
86.11185455322266,1060.7918701171875,84.95626831054688,4574.0,,,,,,,
86.30493927001953,1061.2139892578125,85.10629272460938,4581.0,,,,,,,
75.11494445800781,1053.6173095703125,84.88125610351562,4589.0,,,,,,,
72.70325469970703,1051.74853515625,84.73123168945312,4583.0,,,,,,,
44.439781188964844,1037.5198974609375,84.43136596679688,4577.0,,,,,,,
37.20510482788086,1030.8280029296875,84.05682373046875,4575.0,,,,,,,
37.20512390136719,1030.1046142578125,84.1317138671875,4560.0,,,,,,,
37.205081939697266,1030.3760986328125,83.98190307617188,4563.0,,,,,,,
37.01216125488281,1030.376220703125,83.83221435546875,4553.0,,,,,,,
37.01216125488281,1031.06982421875,83.90707397460938,4580.0,,,,,,,
37.01216125488281,1031.039306640625,83.83221435546875,4579.0,,,,,,,
37.01216125488281,1030.768310546875,83.83221435546875,4563.0,,,,,,,
36.8192253112793,1030.587646484375,83.68252563476562,4562.0,,,,,,,
31.32086944580078,1027.904541015625,83.60763549804688,4563.0,,,,,,,
24.761390686035156,1022.1472778320312,83.45806884765625,4555.0,,,,,,,
34.986324310302734,1029.8638916015625,83.45806884765625,4575.0,,,,,,,
37.01211929321289,1032.0037841796875,83.45806884765625,4556.0,,,,,,,
36.9156494140625,1031.7025146484375,83.53286743164062,4583.0,,,,,,,
36.9156494140625,1031.099365234375,83.38327026367188,4570.0,,,,,,,
36.81916046142578,1031.672119140625,83.38327026367188,4575.0,,,,,,,
37.012081146240234,1031.43115234375,83.53286743164062,4573.0,,,,,,,
37.01210021972656,1031.461181640625,83.45806884765625,4561.0,,,,,,,
36.91563034057617,1031.6717529296875,83.45806884765625,4569.0,,,,,,,
29.77737808227539,1027.4212646484375,83.38327026367188,4573.0,,,,,,,
24.47189712524414,1021.7537841796875,83.30850219726562,4564.0,,,,,,,
23.700374603271484,1021.33203125,83.30850219726562,4564.0,,,,,,,
